bc,bh,legacy_combined_mse,fast_combined_mse,slow-N_combined_mse
0.1,2.4000000000000004,0.0552651827259438,0.05620180624658732,0.054878099042250335
0.1,2.5,0.055058187877623475,0.05572780991780181,0.05468152124522177
0.1,2.6,0.05503016851915007,0.05538749956524628,0.054657900874483765
0.1,2.7,0.05517807428256714,0.05517708635121766,0.05480271731914344
0.1,2.8000000000000003,0.05549838082016072,0.05509261816023533,0.05511113317307121
0.1,2.9000000000000004,0.05598718752947541,0.05513004430169466,0.05557804235942874
0.1,3.0,0.056640218680157534,0.055285269045336656,0.05619813879438587
0.1,3.1,0.05745275858326233,0.05555418428477531,0.05696603451340073
0.1,3.2,0.05841958737574701,0.055932675059317115,0.0578764031383257
0.1,3.3000000000000003,0.05953497245916799,0.056416596228052625,0.05892409782529273
0.1,3.4000000000000004,0.060792727502349674,0.05700172368221619,0.06010420150987668
0.1,3.5,0.062186311266999764,0.05768368816144628,0.06141199531026712
0.1,3.6,0.06370892465962756,0.058457902828362635,0.06284285840744211
0.1,3.7,0.06535357529574568,0.05931949630385134,0.06439212840569301
0.1,3.8000000000000003,0.06711310007941793,0.06026326073684764,0.06605495363155402
